image,c_render_ok,c_unrouted_nets,c_bad_pins,c_foreign_intrusions,A_tp_f1,A_net_f1,A_percomp,B_tp_f1,B_net_f1,B_percomp,C_tp_f1,C_net_f1,C_percomp,D_tp_f1,D_net_f1,D_percomp
circuit_720.jpg,1,0,0,0,0.8869565217391304,0.9696969696969697,0.5555555555555556,0.8869565217391304,0.9696969696969697,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0
circuit_726.jpg,0,2,0,0,0.16666666666666666,0.42857142857142855,0.0,0.16666666666666666,0.42857142857142855,0.0,,,,1.0,1.0,1.0
circuit_730.jpg,1,0,0,0,0.11764705882352941,0.4444444444444445,0.0,0.0,0.4615384615384615,0.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_733.jpg,1,0,0,0,0.5714285714285715,0.7500000000000001,0.0,0.5714285714285715,0.7500000000000001,0.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_743.jpg,1,0,0,0,0.4444444444444444,0.7272727272727273,0.0,0.3157894736842105,0.6363636363636364,0.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_748.jpg,1,0,0,0,0.3333333333333333,0.5217391304347826,0.0,0.3333333333333333,0.5294117647058822,0.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_750.jpg,1,0,0,0,0.5964912280701755,0.7428571428571428,0.15789473684210525,0.6434782608695652,0.7605633802816902,0.2631578947368421,1.0,1.0,1.0,1.0,1.0,1.0
circuit_755.jpg,0,0,0,1,0.4814814814814815,0.6944444444444444,0.05263157894736842,0.3859649122807018,0.6388888888888888,0.0,,,,1.0,1.0,1.0
circuit_760.jpg,1,0,0,0,0.8571428571428571,0.8888888888888888,0.0,0.26086956521739124,0.4444444444444444,0.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_769.jpg,1,0,0,0,0.21428571428571427,0.5384615384615384,0.0,0.23076923076923078,0.5384615384615384,0.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_775.jpg,0,1,0,0,0.17112299465240643,0.5168539325842697,0.0,0.17112299465240643,0.5168539325842697,0.0,,,,1.0,1.0,1.0
circuit_784.jpg,1,0,0,0,0.5500000000000002,0.7647058823529412,0.0,0.8292682926829269,0.9411764705882353,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
circuit_795.jpg,1,0,0,0,0.30434782608695654,0.5625,0.1111111111111111,0.22727272727272727,0.5625,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0
circuit_808.jpg,0,4,0,0,0.3108108108108108,0.6436781609195402,0.041666666666666664,0.18181818181818182,0.4507042253521127,0.0,,,,1.0,1.0,1.0
